location,date,total_cases,population,infection_rate
Chile,2021-10-15,1667547,19603736,8.50627
Chile,2021-10-16,1669236,19603736,8.51489
Chile,2021-10-17,1670750,19603736,8.52261
Chile,2021-10-18,1672065,19603736,8.52932
Chile,2021-10-19,1672998,19603736,8.53408
Chile,2021-10-20,1674226,19603736,8.54034
Chile,2021-10-21,1676019,19603736,8.54949
Chile,2021-10-22,1678023,19603736,8.55971
Chile,2021-10-23,1680017,19603736,8.56988
Chile,2021-10-24,1681828,19603736,8.57912
Chile,2021-10-25,1683451,19603736,8.58740
Chile,2021-10-26,1684608,19603736,8.59330
Chile,2021-10-27,1686318,19603736,8.60202
Chile,2021-10-28,1688454,19603736,8.61292
Chile,2021-10-29,1690735,19603736,8.62456
Chile,2021-10-30,1692877,19603736,8.63548
Chile,2021-10-31,1695048,19603736,8.64656
Chile,2021-11-01,1696786,19603736,8.65542
Chile,2021-11-02,1698127,19603736,8.66226
Chile,2021-11-03,1699427,19603736,8.66889
Chile,2021-11-04,1701316,19603736,8.67853
Chile,2021-11-05,1703826,19603736,8.69133
Chile,2021-11-06,1706622,19603736,8.70560
Chile,2021-11-07,1709189,19603736,8.71869
Chile,2021-11-08,1711442,19603736,8.73018
Chile,2021-11-09,1713188,19603736,8.73909
Chile,2021-11-10,1715352,19603736,8.75013
Chile,2021-11-11,1718085,19603736,8.76407
Chile,2021-11-12,1721025,19603736,8.77907
Chile,2021-11-13,1723728,19603736,8.79285
Chile,2021-11-14,1726472,19603736,8.80685
Chile,2021-11-15,1728767,19603736,8.81856
Chile,2021-11-16,1730456,19603736,8.82717
Chile,2021-11-17,1732576,19603736,8.83799
Chile,2021-11-18,1735187,19603736,8.85131
Chile,2021-11-19,1737885,19603736,8.86507
Chile,2021-11-20,1740496,19603736,8.87839
Chile,2021-11-21,1743137,19603736,8.89186
Chile,2021-11-22,1745305,19603736,8.90292
Chile,2021-11-23,1747065,19603736,8.91190
Chile,2021-11-24,1749099,19603736,8.92227
Chile,2021-11-25,1751769,19603736,8.93589
Chile,2021-11-26,1754443,19603736,8.94953
Chile,2021-11-27,1757077,19603736,8.96297
Chile,2021-11-28,1759405,19603736,8.97485
Chile,2021-11-29,1761365,19603736,8.98484
Chile,2021-11-30,1762751,19603736,8.99191
Chile,2021-12-01,1764274,19603736,8.99968
Chile,2021-12-02,1766493,19603736,9.01100
Chile,2021-12-03,1768584,19603736,9.02167
Chile,2021-12-04,1770620,19603736,9.03205
Chile,2021-12-05,1772547,19603736,9.04188
Chile,2021-12-06,1774048,19603736,9.04954
Chile,2021-12-07,1775212,19603736,9.05548
Chile,2021-12-08,1776599,19603736,9.06255
Chile,2021-12-09,1778370,19603736,9.07159
Chile,2021-12-10,1778370,19603736,9.07159
Chile,2021-12-11,1781227,19603736,9.08616
Chile,2021-12-12,1782804,19603736,9.09421
Chile,2021-12-13,1784165,19603736,9.10115
Chile,2021-12-14,1785124,19603736,9.10604
Chile,2021-12-15,1786184,19603736,9.11145
Chile,2021-12-16,1787676,19603736,9.11906
Chile,2021-12-17,1789109,19603736,9.12637
Chile,2021-12-18,1790524,19603736,9.13359
Chile,2021-12-19,1791776,19603736,9.13997
Chile,2021-12-20,1792902,19603736,9.14572
Chile,2021-12-21,1793786,19603736,9.15023
Chile,2021-12-22,1794750,19603736,9.15514
Chile,2021-12-23,1796232,19603736,9.16270
Chile,2021-12-24,1797631,19603736,9.16984
Chile,2021-12-25,1799125,19603736,9.17746
Chile,2021-12-26,1800280,19603736,9.18335
Chile,2021-12-27,1801033,19603736,9.18719
Chile,2021-12-28,1801795,19603736,9.19108
Chile,2021-12-29,1802891,19603736,9.19667
Chile,2021-12-30,1804682,19603736,9.20581
Chile,2021-12-31,1806494,19603736,9.21505
Chile,2022-01-01,1808398,19603736,9.22476
Chile,2022-01-02,1810302,19603736,9.23447
Chile,2022-01-03,1811297,19603736,9.23955
Chile,2022-01-04,1812348,19603736,9.24491
Chile,2022-01-05,1814188,19603736,9.25430
Chile,2022-01-06,1817300,19603736,9.27017
Chile,2022-01-07,1821071,19603736,9.28941
Chile,2022-01-08,1825417,19603736,9.31158
Chile,2022-01-09,1829437,19603736,9.33208
Chile,2022-01-10,1833478,19603736,9.35270
Chile,2022-01-11,1837390,19603736,9.37265
Chile,2022-01-12,1842218,19603736,9.39728
Chile,2022-01-13,1849465,19603736,9.43425
Chile,2022-01-14,1857764,19603736,9.47658
Chile,2022-01-15,1867101,19603736,9.52421
Chile,2022-01-16,1876610,19603736,9.57272
Chile,2022-01-17,1885540,19603736,9.61827
Chile,2022-01-18,1893115,19603736,9.65691
Chile,2022-01-19,1902657,19603736,9.70558
Chile,2022-01-20,1916522,19603736,9.77631
Chile,2022-01-21,1934204,19603736,9.86651
Chile,2022-01-22,1949675,19603736,9.94543
Chile,2022-01-23,1965393,19603736,10.02560
Chile,2022-01-24,1984190,19603736,10.12149
Chile,2022-01-25,2001346,19603736,10.20900
Chile,2022-01-26,2020082,19603736,10.30458
Chile,2022-01-27,2045874,19603736,10.43614
Chile,2022-01-28,2075703,19603736,10.58830
Chile,2022-01-29,2107612,19603736,10.75107
Chile,2022-01-30,2137743,19603736,10.90477
Chile,2022-01-31,2165984,19603736,11.04883
Chile,2022-02-01,2190561,19603736,11.17420
Chile,2022-02-02,2221276,19603736,11.33088
Chile,2022-02-03,2258005,19603736,11.51824
Chile,2022-02-04,2296712,19603736,11.71569
Chile,2022-02-05,2335034,19603736,11.91117
Chile,2022-02-06,2371833,19603736,12.09888
Chile,2022-02-07,2405672,19603736,12.27150
Chile,2022-02-08,2431845,19603736,12.40501
Chile,2022-02-09,2466098,19603736,12.57973
Chile,2022-02-10,2504168,19603736,12.77393
Chile,2022-02-11,2545819,19603736,12.98640
Chile,2022-02-12,2582934,19603736,13.17572
Chile,2022-02-13,2621427,19603736,13.37208
Chile,2022-02-14,2652713,19603736,13.53167
Chile,2022-02-15,2677692,19603736,13.65909
Chile,2022-02-16,2709854,19603736,13.82315
Chile,2022-02-17,2747552,19603736,14.01545
Chile,2022-02-18,2783458,19603736,14.19861
Chile,2022-02-19,2819246,19603736,14.38117
Chile,2022-02-20,2851382,19603736,14.54509
Chile,2022-02-21,2876455,19603736,14.67299
Chile,2022-02-22,2895931,19603736,14.77234
Chile,2022-02-23,2921131,19603736,14.90089
Chile,2022-02-24,2953895,19603736,15.06802
Chile,2022-02-25,2985873,19603736,15.23114
Chile,2022-02-26,3015630,19603736,15.38294
Chile,2022-02-27,3041400,19603736,15.51439
Chile,2022-02-28,3061019,19603736,15.61447
Chile,2022-03-01,3061019,19603736,15.61447
Chile,2022-03-02,3098110,19603736,15.80367
Chile,2022-03-03,3122802,19603736,15.92963
Chile,2022-03-04,3147434,19603736,16.05528
Chile,2022-03-05,3168335,19603736,16.16189
Chile,2022-03-06,3188448,19603736,16.26449
Chile,2022-03-07,3202562,19603736,16.33649
Chile,2022-03-08,3214326,19603736,16.39650
Chile,2022-03-09,3230793,19603736,16.48050
Chile,2022-03-10,3249890,19603736,16.57791
Chile,2022-03-11,3269062,19603736,16.67571
Chile,2022-03-12,3286476,19603736,16.76454
Chile,2022-03-13,3301747,19603736,16.84244
Chile,2022-03-14,3313242,19603736,16.90107
Chile,2022-03-15,3323324,19603736,16.95250
Chile,2022-03-16,3336614,19603736,17.02030
Chile,2022-03-17,3353259,19603736,17.10520
Chile,2022-03-18,3368704,19603736,17.18399
Chile,2022-03-19,3381681,19603736,17.25019
Chile,2022-03-20,3392978,19603736,17.30781
Chile,2022-03-21,3401145,19603736,17.34947
Chile,2022-03-22,3406540,19603736,17.37699
Chile,2022-03-23,3415989,19603736,17.42519
Chile,2022-03-24,3426147,19603736,17.47701
Chile,2022-03-25,3434908,19603736,17.52170
Chile,2022-03-26,3443018,19603736,17.56307
Chile,2022-03-27,3450094,19603736,17.59917
Chile,2022-03-28,3455060,19603736,17.62450
Chile,2022-03-29,3458499,19603736,17.64204
Chile,2022-03-30,3464425,19603736,17.67227
Chile,2022-03-31,3470936,19603736,17.70548
Chile,2022-04-01,3476914,19603736,17.73598
Chile,2022-04-02,3482175,19603736,17.76281
Chile,2022-04-03,3486653,19603736,17.78566
Chile,2022-04-04,3489913,19603736,17.80229
Chile,2022-04-05,3491962,19603736,17.81274
Chile,2022-04-06,3495889,19603736,17.83277
Chile,2022-04-07,3500670,19603736,17.85716
Chile,2022-04-08,3504783,19603736,17.87814
Chile,2022-04-09,3508556,19603736,17.89738
Chile,2022-04-10,3512020,19603736,17.91505
Chile,2022-04-11,3514291,19603736,17.92664
Chile,2022-04-12,3515878,19603736,17.93473
Chile,2022-04-13,3518800,19603736,17.94964
Chile,2022-04-14,3522422,19603736,17.96812
Chile,2022-04-15,3525845,19603736,17.98558
Chile,2022-04-16,3528626,19603736,17.99976
Chile,2022-04-17,3530258,19603736,18.00809
Chile,2022-04-18,3531529,19603736,18.01457
Chile,2022-04-19,3532649,19603736,18.02028
Chile,2022-04-20,3535534,19603736,18.03500
Chile,2022-04-21,3538843,19603736,18.05188
Chile,2022-04-22,3541792,19603736,18.06692
Chile,2022-04-23,3544463,19603736,18.08055
Chile,2022-04-24,3546493,19603736,18.09090
Chile,2022-04-25,3547977,19603736,18.09847
Chile,2022-04-26,3549327,19603736,18.10536
Chile,2022-04-27,3551383,19603736,18.11585
Chile,2022-04-28,3553956,19603736,18.12897
Chile,2022-04-29,3556333,19603736,18.14110
Chile,2022-04-30,3558631,19603736,18.15282
Chile,2022-05-01,3561016,19603736,18.16499
Chile,2022-05-02,3562521,19603736,18.17266
Chile,2022-05-03,3563650,19603736,18.17842
Chile,2022-05-04,3566183,19603736,18.19134
Chile,2022-05-05,3569492,19603736,18.20822
Chile,2022-05-06,3572817,19603736,18.22518
Chile,2022-05-07,3576139,19603736,18.24213
Chile,2022-05-08,3576139,19603736,18.24213
Chile,2022-05-09,3581374,19603736,18.26883
Chile,2022-05-10,3583227,19603736,18.27829
Chile,2022-05-11,3586522,19603736,18.29509
Chile,2022-05-12,3591097,19603736,18.31843
Chile,2022-05-13,3595968,19603736,18.34328
Chile,2022-05-14,3600896,19603736,18.36842
Chile,2022-05-15,3605522,19603736,18.39201
Chile,2022-05-16,3609338,19603736,18.41148
Chile,2022-05-17,3611813,19603736,18.42411
Chile,2022-05-18,3616950,19603736,18.45031
Chile,2022-05-19,3623889,19603736,18.48571
Chile,2022-05-20,3630741,19603736,18.52066
Chile,2022-05-21,3636993,19603736,18.55255
Chile,2022-05-22,3643136,19603736,18.58389
Chile,2022-05-23,3647361,19603736,18.60544
Chile,2022-05-24,3651076,19603736,18.62439
Chile,2022-05-25,3657188,19603736,18.65557
Chile,2022-05-26,3665862,19603736,18.69981
Chile,2022-05-27,3675085,19603736,18.74686
Chile,2022-05-28,3684585,19603736,18.79532
Chile,2022-05-29,3693241,19603736,18.83948
Chile,2022-05-30,3698667,19603736,18.86715
Chile,2022-05-31,3702941,19603736,18.88896
Chile,2022-06-01,3710521,19603736,18.92762
Chile,2022-06-02,3720334,19603736,18.97768
Chile,2022-06-03,3729906,19603736,19.02651
Chile,2022-06-04,3739796,19603736,19.07696
Chile,2022-06-05,3748619,19603736,19.12196
Chile,2022-06-06,3756220,19603736,19.16074
Chile,2022-06-07,3760891,19603736,19.18456
Chile,2022-06-08,3771509,19603736,19.23873
Chile,2022-06-09,3783945,19603736,19.30216
Chile,2022-06-10,3796909,19603736,19.36829
Chile,2022-06-11,3808970,19603736,19.42982
Chile,2022-06-12,3820009,19603736,19.48613
Chile,2022-06-13,3829119,19603736,19.53260
Chile,2022-06-14,3834020,19603736,19.55760
Chile,2022-06-15,3844668,19603736,19.61191
Chile,2022-06-16,3857643,19603736,19.67810
Chile,2022-06-17,3870747,19603736,19.74495
Chile,2022-06-18,3882425,19603736,19.80452
Chile,2022-06-19,3893726,19603736,19.86216
Chile,2022-06-20,3901215,19603736,19.90036
Chile,2022-06-21,3906107,19603736,19.92532
Chile,2022-06-22,3915653,19603736,19.97401
Chile,2022-06-23,3924247,19603736,20.01785
Chile,2022-06-24,3935375,19603736,20.07462
Chile,2022-06-25,3948012,19603736,20.13908
Chile,2022-06-26,3959325,19603736,20.19679
Chile,2022-06-27,3967774,19603736,20.23989
Chile,2022-06-28,3973291,19603736,20.26803
Chile,2022-06-29,3979797,19603736,20.30122
Chile,2022-06-30,3990693,19603736,20.35680
Chile,2022-07-01,4002538,19603736,20.41722
Chile,2022-07-02,4013903,19603736,20.47519
Chile,2022-07-03,4023697,19603736,20.52515
Chile,2022-07-04,4030267,19603736,20.55867
Chile,2022-07-05,4035379,19603736,20.58474
Chile,2022-07-06,4044611,19603736,20.63184
Chile,2022-07-07,4055693,19603736,20.68837
Chile,2022-07-08,4065878,19603736,20.74032
Chile,2022-07-09,4075533,19603736,20.78957
Chile,2022-07-10,4084308,19603736,20.83433
Chile,2022-07-11,4090523,19603736,20.86604
Chile,2022-07-12,4095096,19603736,20.88937
Chile,2022-07-13,4103590,19603736,20.93269
Chile,2022-07-14,4113288,19603736,20.98216
Chile,2022-07-15,4122401,19603736,21.02865
Chile,2022-07-16,4130232,19603736,21.06860
Chile,2022-07-17,4137152,19603736,21.10390
Chile,2022-07-18,4141778,19603736,21.12749
Chile,2022-07-19,4145452,19603736,21.14623
Chile,2022-07-20,4152475,19603736,21.18206
Chile,2022-07-21,4161478,19603736,21.22798
Chile,2022-07-22,4169554,19603736,21.26918
Chile,2022-07-23,4177517,19603736,21.30980
Chile,2022-07-24,4185247,19603736,21.34923
Chile,2022-07-25,4191347,19603736,21.38035
Chile,2022-07-26,4195780,19603736,21.40296
Chile,2022-07-27,4204824,19603736,21.44910
Chile,2022-07-28,4214769,19603736,21.49983
Chile,2022-07-29,4224361,19603736,21.54875
Chile,2022-07-30,4233549,19603736,21.59562
Chile,2022-07-31,4241546,19603736,21.63642
Chile,2022-08-01,4248048,19603736,21.66958
Chile,2022-08-02,4253056,19603736,21.69513
Chile,2022-08-03,4262916,19603736,21.74543
Chile,2022-08-04,4274613,19603736,21.80509
Chile,2022-08-05,4286216,19603736,21.86428
Chile,2022-08-06,4297144,19603736,21.92003
Chile,2022-08-07,4306955,19603736,21.97007
Chile,2022-08-08,4314459,19603736,22.00835
Chile,2022-08-09,4320173,19603736,22.03750
Chile,2022-08-10,4331416,19603736,22.09485
Chile,2022-08-11,4344910,19603736,22.16368
Chile,2022-08-12,4357818,19603736,22.22953
Chile,2022-08-13,4369706,19603736,22.29017
Chile,2022-08-14,4380148,19603736,22.34343
Chile,2022-08-15,4387731,19603736,22.38212
Chile,2022-08-16,4393244,19603736,22.41024
Chile,2022-08-17,4399408,19603736,22.44168
Chile,2022-08-18,4409873,19603736,22.49506
Chile,2022-08-19,4421815,19603736,22.55598
Chile,2022-08-20,4432586,19603736,22.61092
Chile,2022-08-21,4442073,19603736,22.65932
Chile,2022-08-22,4449016,19603736,22.69474
Chile,2022-08-23,4453557,19603736,22.71790
Chile,2022-08-24,4461869,19603736,22.76030
Chile,2022-08-25,4471118,19603736,22.80748
Chile,2022-08-26,4479644,19603736,22.85097
Chile,2022-08-27,4487453,19603736,22.89081
Chile,2022-08-28,4494404,19603736,22.92626
Chile,2022-08-29,4499223,19603736,22.95084
Chile,2022-08-30,4502674,19603736,22.96845
Chile,2022-08-31,4508422,19603736,22.99777
Chile,2022-09-01,4508422,19603736,22.99777
Chile,2022-09-02,4522295,19603736,23.06854
Chile,2022-09-03,4527533,19603736,23.09526
Chile,2022-09-04,4532562,19603736,23.12091
Chile,2022-09-05,4536380,19603736,23.14039
Chile,2022-09-06,4538858,19603736,23.15303
Chile,2022-09-07,4543982,19603736,23.17916
Chile,2022-09-08,4549927,19603736,23.20949
Chile,2022-09-09,4555253,19603736,23.23666
Chile,2022-09-10,4559801,19603736,23.25986
Chile,2022-09-11,4563807,19603736,23.28029
Chile,2022-09-12,4566548,19603736,23.29427
Chile,2022-09-13,4568495,19603736,23.30421
Chile,2022-09-14,4568495,19603736,23.30421
Chile,2022-09-15,4568495,19603736,23.30421
Chile,2022-09-16,4568495,19603736,23.30421
Chile,2022-09-17,4568495,19603736,23.30421
Chile,2022-09-18,4568495,19603736,23.30421
Chile,2022-09-19,4568495,19603736,23.30421
Chile,2022-09-20,4588533,19603736,23.40642
Chile,2022-09-21,4590421,19603736,23.41605
Chile,2022-09-22,4594519,19603736,23.43696
Chile,2022-09-23,4599179,19603736,23.46073
Chile,2022-09-24,4603514,19603736,23.48284
Chile,2022-09-25,4607566,19603736,23.50351
Chile,2022-09-26,4610353,19603736,23.51773
Chile,2022-09-27,4612278,19603736,23.52755
Chile,2022-09-28,4616294,19603736,23.54803
Chile,2022-09-29,4620377,19603736,23.56886
Chile,2022-09-30,4624307,19603736,23.58891
Chile,2022-10-01,4627923,19603736,23.60735
Chile,2022-10-02,4630935,19603736,23.62272
Chile,2022-10-03,4633128,19603736,23.63390
Chile,2022-10-04,4634889,19603736,23.64289
Chile,2022-10-05,4638238,19603736,23.65997
Chile,2022-10-06,4642033,19603736,23.67933
Chile,2022-10-07,4645610,19603736,23.69757
Chile,2022-10-08,4649348,19603736,23.71664
Chile,2022-10-09,4652776,19603736,23.73413
Chile,2022-10-10,4655058,19603736,23.74577
Chile,2022-10-11,4656842,19603736,23.75487
Chile,2022-10-12,4659201,19603736,23.76690
Chile,2022-10-13,4664095,19603736,23.79187
Chile,2022-10-14,4669403,19603736,23.81894
Chile,2022-10-15,4674373,19603736,23.84430
Chile,2022-10-16,4678644,19603736,23.86608
Chile,2022-10-17,4682067,19603736,23.88354
Chile,2022-10-18,4684770,19603736,23.89733
Chile,2022-10-19,4690513,19603736,23.92663
Chile,2022-10-20,4696888,19603736,23.95915
Chile,2022-10-21,4702881,19603736,23.98972
Chile,2022-10-22,4708870,19603736,24.02027
Chile,2022-10-23,4715098,19603736,24.05204
Chile,2022-10-24,4718965,19603736,24.07176
Chile,2022-10-25,4722184,19603736,24.08818
Chile,2022-10-26,4728938,19603736,24.12264
Chile,2022-10-27,4737212,19603736,24.16484
Chile,2022-10-28,4744343,19603736,24.20122
Chile,2022-10-29,4750775,19603736,24.23403
Chile,2022-10-30,4756206,19603736,24.26173
Chile,2022-10-31,4760186,19603736,24.28203
Chile,2022-11-01,4762773,19603736,24.29523
Chile,2022-11-02,4765929,19603736,24.31133
Chile,2022-11-03,4769638,19603736,24.33025
Chile,2022-11-04,4777208,19603736,24.36887
Chile,2022-11-05,4786198,19603736,24.41472
Chile,2022-11-06,4793902,19603736,24.45402
Chile,2022-11-07,4799221,19603736,24.48116
Chile,2022-11-08,4803251,19603736,24.50171
Chile,2022-11-09,4810774,19603736,24.54009
Chile,2022-11-10,4818999,19603736,24.58204
Chile,2022-11-11,4826234,19603736,24.61895
Chile,2022-11-12,4832838,19603736,24.65264
Chile,2022-11-13,4838658,19603736,24.68233
Chile,2022-11-14,4842632,19603736,24.70260
Chile,2022-11-15,4845748,19603736,24.71849
Chile,2022-11-16,4852337,19603736,24.75210
Chile,2022-11-17,4859241,19603736,24.78732
Chile,2022-11-18,4865698,19603736,24.82026
Chile,2022-11-19,4871851,19603736,24.85165
Chile,2022-11-20,4877248,19603736,24.87918
Chile,2022-11-21,4880884,19603736,24.89772
Chile,2022-11-22,4883582,19603736,24.91149
Chile,2022-11-23,4889186,19603736,24.94007
Chile,2022-11-24,4895292,19603736,24.97122
Chile,2022-11-25,4900851,19603736,24.99958
Chile,2022-11-26,4905535,19603736,25.02347
Chile,2022-11-27,4909878,19603736,25.04562
Chile,2022-11-28,4912805,19603736,25.06055
Chile,2022-11-29,4915134,19603736,25.07244
Chile,2022-11-30,4920010,19603736,25.09731
Chile,2022-12-01,4925051,19603736,25.12302
Chile,2022-12-02,4929498,19603736,25.14571
Chile,2022-12-03,4933525,19603736,25.16625
Chile,2022-12-04,4937047,19603736,25.18421
Chile,2022-12-05,4939304,19603736,25.19573
Chile,2022-12-06,4941227,19603736,25.20554
Chile,2022-12-07,4945425,19603736,25.22695
Chile,2022-12-08,4949655,19603736,25.24853
Chile,2022-12-09,4953194,19603736,25.26658
Chile,2022-12-10,4955536,19603736,25.27853
Chile,2022-12-11,4958816,19603736,25.29526
Chile,2022-12-12,4961151,19603736,25.30717
India,2020-01-30,1,1417173120,0.00000
India,2020-01-31,1,1417173120,0.00000
India,2020-02-01,1,1417173120,0.00000
India,2020-02-02,2,1417173120,0.00000
India,2020-02-03,3,1417173120,0.00000
India,2020-02-04,3,1417173120,0.00000
India,2020-02-05,3,1417173120,0.00000
India,2020-02-06,3,1417173120,0.00000
India,2020-02-07,3,1417173120,0.00000
India,2020-02-08,3,1417173120,0.00000
India,2020-02-09,3,1417173120,0.00000
India,2020-02-10,3,1417173120,0.00000
India,2020-02-11,3,1417173120,0.00000
India,2020-02-12,3,1417173120,0.00000
India,2020-02-13,3,1417173120,0.00000
India,2020-02-14,3,1417173120,0.00000
India,2020-02-15,3,1417173120,0.00000
India,2020-02-16,3,1417173120,0.00000
India,2020-02-17,3,1417173120,0.00000
India,2020-02-18,3,1417173120,0.00000
India,2020-02-19,3,1417173120,0.00000
India,2020-02-20,3,1417173120,0.00000
India,2020-02-21,3,1417173120,0.00000
India,2020-02-22,3,1417173120,0.00000
India,2020-02-23,3,1417173120,0.00000
India,2020-02-24,3,1417173120,0.00000
India,2020-02-25,3,1417173120,0.00000
India,2020-02-26,3,1417173120,0.00000
India,2020-02-27,3,1417173120,0.00000
India,2020-02-28,3,1417173120,0.00000
India,2020-02-29,3,1417173120,0.00000
India,2020-03-01,3,1417173120,0.00000
India,2020-03-02,5,1417173120,0.00000
India,2020-03-03,5,1417173120,0.00000
India,2020-03-04,28,1417173120,0.00000
India,2020-03-05,30,1417173120,0.00000
India,2020-03-06,31,1417173120,0.00000
India,2020-03-07,34,1417173120,0.00000
India,2020-03-08,39,1417173120,0.00000
India,2020-03-09,43,1417173120,0.00000
India,2020-03-10,56,1417173120,0.00000
India,2020-03-11,62,1417173120,0.00000
India,2020-03-12,73,1417173120,0.00001
India,2020-03-13,82,1417173120,0.00001
India,2020-03-14,102,1417173120,0.00001
India,2020-03-15,113,1417173120,0.00001
India,2020-03-16,119,1417173120,0.00001
India,2020-03-17,142,1417173120,0.00001
India,2020-03-18,156,1417173120,0.00001
India,2020-03-19,194,1417173120,0.00001
India,2020-03-20,244,1417173120,0.00002
India,2020-03-21,330,1417173120,0.00002
India,2020-03-22,396,1417173120,0.00003
India,2020-03-23,499,1417173120,0.00004
India,2020-03-24,536,1417173120,0.00004
India,2020-03-25,657,1417173120,0.00005
India,2020-03-26,727,1417173120,0.00005
India,2020-03-27,887,1417173120,0.00006
